created_at,symbol,direction,session_name,h4_bias,h1_bias,dominant_bias,scenario_type,confirmation_type,confirmation_grade,market_condition,bias_strength,candidate_rank_score,learning_score,entry,sl,tp1,tp2,tp3,risk_pips,tp1_reward_pips,tp2_reward_pips,tp3_reward_pips,tp1_rr,tp2_rr,tp3_rr,reaction_level_present,volatility_at_entry,atr_m15,atr_h1,candle_body_ratio,candle_wick_ratio,displacement_strength,distance_to_psych_level,distance_to_watch_zone,distance_to_invalidation,recent_momentum_3,recent_momentum_5,recent_momentum_10,structure_alignment_score,tp1_hit,sl_hit,final_result,pips_result,outcome_class,target_tp1_before_sl,protected_after_tp1
2026-03-31T23:15:00+00:00,XAUUSD,BUY,off_session,bullish,impulsive,bullish,primary,failed_retest_confirmation,A+,unknown,strong,0.0,85.0,4682.34,4656.0,4696.29,4720.0,4740.0,26.340000000000146,13.949999999999818,37.659999999999854,57.659999999999854,0.5296127562642271,1.429764616552758,2.189066059225495,0.0,26.340000000000146,26.340000000000146,52.68000000000029,0.5,0.0,0.5,17.659999999999854,0.0,26.340000000000146,0.0,0.0,0.0,1.0,1,0,WIN,37.66,TP1_OR_BETTER,1,1
2026-04-01T00:00:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,structure_shift_confirmation,A+,unknown,strong,95.0,85.0,4703.1,4676.0,4720.0,4740.0,4760.0,27.100000000000364,16.899999999999636,36.899999999999636,56.899999999999636,0.6236162361623399,1.3616236162361306,2.0996309963099216,0.0,27.100000000000364,27.100000000000364,54.20000000000073,0.94,0.0,0.94,3.100000000000364,0.0,27.100000000000364,0.0,0.0,0.0,1.0,1,1,LOSS,-27.1,SL_HIT,0,1
2026-04-01T00:00:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,structure_shift_confirmation,A+,unknown,strong,95.0,85.0,4703.1,4676.0,4720.0,4740.0,4760.0,27.100000000000364,16.899999999999636,36.899999999999636,56.899999999999636,0.6236162361623399,1.3616236162361306,2.0996309963099216,0.0,27.100000000000364,27.100000000000364,54.20000000000073,0.94,0.0,0.94,3.100000000000364,0.0,27.100000000000364,0.0,0.0,0.0,1.0,1,0,BREAKEVEN_WIN,16.9,BREAKEVEN_WIN,1,1
2026-04-01T00:15:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,structure_shift_confirmation,A+,unknown,strong,100.0,85.0,4721.63,4696.0,4740.0,4760.0,4780.0,25.63000000000011,18.36999999999989,38.36999999999989,58.36999999999989,0.7167381974248854,1.4970737417089242,2.277409285992963,0.0,25.63000000000011,25.63000000000011,51.26000000000022,0.92,0.0,0.92,21.63000000000011,0.0,25.63000000000011,0.0,0.0,0.0,1.0,0,1,LOSS,-25.63,SL_HIT,0,0
2026-04-01T00:15:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,structure_shift_confirmation,A+,unknown,strong,100.0,95.0,4721.63,4696.0,4740.0,4760.0,4780.0,25.63000000000011,18.36999999999989,38.36999999999989,58.36999999999989,0.7167381974248854,1.4970737417089242,2.277409285992963,0.0,25.63000000000011,25.63000000000011,51.26000000000022,0.92,0.0,0.92,21.63000000000011,0.0,25.63000000000011,0.0,0.0,0.0,1.0,0,1,LOSS,-25.63,SL_HIT,0,0
2026-04-01T00:30:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,break_retest_close_confirmation,A,unknown,strong,55.0,75.0,4706.36,4676.0,4720.0,4740.0,4760.0,30.359999999999673,13.640000000000327,33.64000000000033,53.64000000000033,0.44927536231885623,1.108036890645609,1.7667984189723618,0.0,30.359999999999673,30.359999999999673,60.719999999999345,0.94,0.0,0.94,6.359999999999673,0.0,30.359999999999673,0.0,0.0,0.0,1.0,0,1,LOSS,-30.36,SL_HIT,0,0
2026-04-01T00:30:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,break_retest_close_confirmation,A,unknown,strong,95.0,75.0,4706.36,4676.0,4720.0,4740.0,4760.0,30.359999999999673,13.640000000000327,33.64000000000033,53.64000000000033,0.44927536231885623,1.108036890645609,1.7667984189723618,0.0,30.359999999999673,30.359999999999673,60.719999999999345,0.94,0.0,0.94,6.359999999999673,0.0,30.359999999999673,0.0,0.0,0.0,1.0,1,1,LOSS,-30.36,SL_HIT,0,1
2026-04-01T00:30:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,break_retest_close_confirmation,A,unknown,strong,95.0,75.0,4706.36,4676.0,4720.0,4740.0,4760.0,30.359999999999673,13.640000000000327,33.64000000000033,53.64000000000033,0.44927536231885623,1.108036890645609,1.7667984189723618,0.0,30.359999999999673,30.359999999999673,60.719999999999345,0.94,0.0,0.94,6.359999999999673,0.0,30.359999999999673,0.0,0.0,0.0,1.0,0,1,LOSS,-30.36,SL_HIT,0,0
2026-04-01T00:30:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,break_retest_close_confirmation,A,unknown,strong,95.0,75.0,4706.36,4676.0,4720.0,4740.0,4760.0,30.359999999999673,13.640000000000327,33.64000000000033,53.64000000000033,0.44927536231885623,1.108036890645609,1.7667984189723618,0.0,30.359999999999673,30.359999999999673,60.719999999999345,0.94,0.0,0.94,6.359999999999673,0.0,30.359999999999673,0.0,0.0,0.0,1.0,0,1,LOSS,-30.36,SL_HIT,0,0
2026-04-01T01:00:00+00:00,XAUUSD,BUY,asia,bullish,impulsive,bullish,primary,break_retest_close_confirmation,A,unknown,strong,95.0,75.0,4707.86,4676.0,4720.0,4740.0,4760.0,31.859999999999673,12.140000000000327,32.14000000000033,52.14000000000033,0.3810420590081749,1.0087884494664363,1.6365348399246975,0.0,31.859999999999673,31.859999999999673,63.719999999999345,0.94,0.0,0.94,7.859999999999673,0.0,31.859999999999673,0.0,0.0,0.0,1.0,0,1,LOSS,-31.86,SL_HIT,0,0
